cu_num,M,N,K,q_dtype_w,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,128,5120,25600,torch.float8_e4m3fn,114,0,83.5847,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,401.44,1623.02,0.0
256,128,6400,5120,torch.float8_e4m3fn,114,0,20.5908,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,407.4,1702.79,0.0
256,128,7168,8192,torch.float8_e4m3fn,114,0,23.7352,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,633.34,2595.46,0.0
256,128,8192,1024,torch.float8_e4m3fn,119,0,6.9407,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,309.4,1529.65,0.0
256,128,8192,2048,torch.float8_e4m3fn,114,0,8.8614,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,484.68,2159.54,0.0
256,128,8192,3584,torch.float8_e4m3fn,114,0,12.978,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,579.15,2459.24,0.0
256,128,8192,7168,torch.float8_e4m3fn,114,0,21.6976,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,692.81,2845.24,0.0
256,128,8192,8192,torch.float8_e4m3fn,114,0,24.8294,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,691.92,2829.49,0.0
256,128,8192,28672,torch.float8_e4m3fn,114,0,75.1872,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,799.73,3200.65,0.0
256,128,9216,16384,torch.float8_e4m3fn,126,0,72.8197,a8w8_bpreshuffle_256x32x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v1,530.83,2134.74,0.0
256,128,10240,8192,torch.float8_e4m3fn,113,0,30.4124,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,706.12,2878.96,0.0
256,128,12800,5120,torch.float8_e4m3fn,65,0,28.9421,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,579.68,2400.25,0.0
256,128,13312,16384,torch.float8_e4m3fn,144,0,79.9061,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,698.75,2798.4,0.0
256,128,14336,8192,torch.float8_e4m3fn,144,0,36.1842,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,830.88,3376.03,0.0
256,128,16384,2048,torch.float8_e4m3fn,119,0,15.5043,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,554.04,2451.63,0.0
256,128,16384,4096,torch.float8_e4m3fn,121,0,26.5935,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,646.02,2700.94,0.0
256,128,16384,6656,torch.float8_e4m3fn,65,0,39.0387,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,715.12,2922.69,0.0
256,128,16384,8192,torch.float8_e4m3fn,121,0,45.9107,a8w8_bpreshuffle_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,748.4,3037.65,0.0
256,128,16384,13312,torch.float8_e4m3fn,65,0,70.6454,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,790.35,3170.79,0.0
256,128,16384,26624,torch.float8_e4m3fn,144,0,134.0597,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,832.98,3310.54,0.0
256,128,26624,16384,torch.float8_e4m3fn,139,0,108.1175,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1032.85,4117.01,0.0
256,128,51200,5120,torch.float8_e4m3fn,154,0,65.6842,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1021.69,4200.5,0.0
256,128,53248,16384,torch.float8_e4m3fn,154,0,184.7497,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1208.87,4807.28,0.0
256,128,57344,8192,torch.float8_e4m3fn,54,0,95.8445,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1254.73,5065.4,0.0
256,256,800,5120,torch.float8_e4m3fn,24,0,11.6817,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,179.52,497.9,0.0
256,256,1280,8192,torch.float8_e4m3fn,12,0,17.1516,a8w8_bpreshuffle_256x32x64x512_16x16_16x16_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v1,313.02,771.84,0.0
256,256,2304,16384,torch.float8_e4m3fn,15,0,52.6426,a8w8_bpreshuffle_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,367.14,819.16,0.0
256,256,2560,8192,torch.float8_e4m3fn,114,0,21.4545,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,500.47,1136.33,0.0
256,256,4608,16384,torch.float8_e4m3fn,116,0,68.5478,a8w8_bpreshuffle_256x96x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,563.91,1196.99,0.0
256,256,5120,640,torch.float8_e4m3fn,76,0,7.7921,a8w8_bpreshuffle_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v1,215.31,777.98,0.0
256,256,5120,1280,torch.float8_e4m3fn,119,0,10.1726,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,329.85,934.15,0.0
256,256,5120,3200,torch.float8_e4m3fn,77,0,19.1458,a8w8_bpreshuffle_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,438.14,1035.46,0.0
256,256,5120,5120,torch.float8_e4m3fn,116,0,25.9267,a8w8_bpreshuffle_256x96x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,517.68,1162.76,0.0
256,256,5120,6400,torch.float8_e4m3fn,65,0,28.085,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,597.37,1318.42,0.0
256,256,5120,25600,torch.float8_e4m3fn,116,0,106.6527,a8w8_bpreshuffle_256x96x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,629.23,1314.99,0.0
256,256,6400,5120,torch.float8_e4m3fn,65,0,26.9347,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,622.88,1386.89,0.0
256,256,7168,8192,torch.float8_e4m3fn,65,0,29.6374,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1014.42,2175.88,0.0
256,256,8192,1024,torch.float8_e4m3fn,77,0,9.7085,a8w8_bpreshuffle_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,442.39,1323.07,0.0
256,256,8192,2048,torch.float8_e4m3fn,114,0,11.9681,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,717.74,1796.09,0.0
256,256,8192,3584,torch.float8_e4m3fn,144,0,16.6491,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,902.89,2070.5,0.0
256,256,8192,7168,torch.float8_e4m3fn,65,0,28.6205,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1050.46,2262.35,0.0
256,256,8192,8192,torch.float8_e4m3fn,144,0,30.9086,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1111.66,2374.75,0.0
256,256,8192,28672,torch.float8_e4m3fn,65,0,95.3629,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1261.07,2583.98,0.0
256,256,9216,16384,torch.float8_e4m3fn,124,0,84.3085,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,916.98,1896.7,0.0
256,256,10240,8192,torch.float8_e4m3fn,123,0,38.8017,a8w8_bpreshuffle_256x96x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1106.9,2351.09,0.0
256,256,12800,5120,torch.float8_e4m3fn,139,0,34.8457,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,962.94,2106.44,0.0
256,256,13312,16384,torch.float8_e4m3fn,139,0,92.6483,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1205.3,2472.94,0.0
256,256,14336,8192,torch.float8_e4m3fn,139,0,45.4901,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1321.82,2789.13,0.0
256,256,16384,2048,torch.float8_e4m3fn,139,0,18.9985,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,904.28,2235.3,0.0
256,256,16384,4096,torch.float8_e4m3fn,63,0,32.6482,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1052.42,2344.57,0.0
256,256,16384,6656,torch.float8_e4m3fn,139,0,46.695,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1195.73,2551.55,0.0
256,256,16384,8192,torch.float8_e4m3fn,139,0,55.672,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1234.36,2599.21,0.0
256,256,16384,13312,torch.float8_e4m3fn,139,0,83.1524,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1342.95,2764.81,0.0
256,256,16384,26624,torch.float8_e4m3fn,139,0,163.3311,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1367.4,2763.78,0.0
256,256,26624,16384,torch.float8_e4m3fn,154,0,141.6113,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1577.12,3206.19,0.0
256,256,51200,5120,torch.float8_e4m3fn,154,0,97.921,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1370.67,2958.19,0.0
256,256,53248,16384,torch.float8_e4m3fn,154,0,276.3785,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1616.18,3270.42,0.0
256,256,57344,8192,torch.float8_e4m3fn,33,0,129.4795,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1857.58,3871.03,0.0
256,512,800,5120,torch.float8_e4m3fn,10,0,15.082,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,278.1,499.71,0.0
256,512,1280,8192,torch.float8_e4m3fn,114,0,21.033,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,510.5,760.27,0.0
256,512,2304,16384,torch.float8_e4m3fn,115,0,63.7872,a8w8_bpreshuffle_256x80x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,605.99,760.29,0.0
256,512,2560,8192,torch.float8_e4m3fn,113,0,27.2155,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,789.07,1021.01,0.0
256,512,4608,16384,torch.float8_e4m3fn,124,0,84.5982,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,913.84,1047.36,0.0
256,512,5120,640,torch.float8_e4m3fn,77,0,9.0563,a8w8_bpreshuffle_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,370.51,976.93,0.0
256,512,5120,1280,torch.float8_e4m3fn,77,0,12.8224,a8w8_bpreshuffle_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,523.37,971.1,0.0
256,512,5120,3200,torch.float8_e4m3fn,85,0,23.0489,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,727.9,1009.39,0.0
256,512,5120,5120,torch.float8_e4m3fn,124,0,31.9895,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,839.14,1065.31,0.0
256,512,5120,6400,torch.float8_e4m3fn,139,0,36.8067,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,911.64,1121.74,0.0
256,512,5120,25600,torch.float8_e4m3fn,124,0,128.0705,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1048.0,1166.72,0.0
256,512,6400,5120,torch.float8_e4m3fn,124,0,33.3791,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1005.25,1256.57,0.0
256,512,7168,8192,torch.float8_e4m3fn,63,0,42.0669,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1429.38,1670.07,0.0
256,512,8192,1024,torch.float8_e4m3fn,85,0,11.5306,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,744.97,1500.49,0.0
256,512,8192,2048,torch.float8_e4m3fn,139,0,15.6554,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1097.38,1674.46,0.0
256,512,8192,3584,torch.float8_e4m3fn,139,0,22.7592,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1320.99,1739.24,0.0
256,512,8192,7168,torch.float8_e4m3fn,139,0,39.3552,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1527.87,1798.46,0.0
256,512,8192,8192,torch.float8_e4m3fn,139,0,43.6902,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1572.88,1824.02,0.0
256,512,8192,28672,torch.float8_e4m3fn,139,0,133.9721,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1795.29,1925.4,0.0
256,512,9216,16384,torch.float8_e4m3fn,149,0,104.8693,a8w8_bpreshuffle_256x128x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1474.4,1609.82,0.0
256,512,10240,8192,torch.float8_e4m3fn,143,0,55.4465,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1549.23,1777.68,0.0
256,512,12800,5120,torch.float8_e4m3fn,138,0,46.2157,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1452.08,1758.38,0.0
256,512,13312,16384,torch.float8_e4m3fn,154,0,127.8746,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1746.54,1877.81,0.0
256,512,14336,8192,torch.float8_e4m3fn,154,0,63.6195,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1890.29,2142.66,0.0
256,512,16384,2048,torch.float8_e4m3fn,154,0,27.0054,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1272.33,1902.59,0.0
256,512,16384,4096,torch.float8_e4m3fn,154,0,43.8782,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1566.14,1959.59,0.0
256,512,16384,6656,torch.float8_e4m3fn,154,0,64.427,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1733.27,2005.94,0.0
256,512,16384,8192,torch.float8_e4m3fn,154,0,73.6131,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1867.04,2108.17,0.0
256,512,16384,13312,torch.float8_e4m3fn,154,0,114.1614,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1956.34,2117.15,0.0
256,512,16384,26624,torch.float8_e4m3fn,154,0,214.713,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2080.34,2173.21,0.0
256,512,26624,16384,torch.float8_e4m3fn,154,0,250.2793,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1784.71,1885.33,0.0
256,512,51200,5120,torch.float8_e4m3fn,158,0,174.8476,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1535.25,1814.12,0.0
256,512,53248,16384,torch.float8_e4m3fn,154,0,492.8785,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1812.52,1897.69,0.0
256,512,57344,8192,torch.float8_e4m3fn,33,0,227.0683,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2118.47,2345.89,0.0
256,1024,800,5120,torch.float8_e4m3fn,24,0,24.558,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,341.58,446.99,0.0
256,1024,1280,8192,torch.float8_e4m3fn,113,0,26.819,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,800.73,801.51,0.0
256,1024,2304,16384,torch.float8_e4m3fn,124,0,81.3585,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,950.23,728.19,0.0
256,1024,2560,8192,torch.float8_e4m3fn,123,0,37.4372,a8w8_bpreshuffle_256x96x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1147.25,924.29,0.0
256,1024,4608,16384,torch.float8_e4m3fn,149,0,104.0599,a8w8_bpreshuffle_256x128x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1485.86,977.44,0.0
256,1024,5120,640,torch.float8_e4m3fn,86,0,11.1521,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,601.76,1292.84,0.0
256,1024,5120,1280,torch.float8_e4m3fn,86,0,16.1465,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,831.25,1136.47,0.0
256,1024,5120,3200,torch.float8_e4m3fn,51,0,29.1651,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1150.5,1033.65,0.0
256,1024,5120,5120,torch.float8_e4m3fn,137,0,40.2614,a8w8_bpreshuffle_256x96x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1333.46,1041.77,0.0
256,1024,5120,6400,torch.float8_e4m3fn,137,0,48.5222,a8w8_bpreshuffle_256x96x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1383.05,1026.49,0.0
256,1024,5120,25600,torch.float8_e4m3fn,137,0,162.5939,a8w8_bpreshuffle_256x96x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1650.96,1031.85,0.0
256,1024,6400,5120,torch.float8_e4m3fn,138,0,45.101,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1487.97,1133.41,0.0
256,1024,7168,8192,torch.float8_e4m3fn,154,0,62.2696,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1931.26,1313.46,0.0
256,1024,8192,1024,torch.float8_e4m3fn,0,0,16.8199,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1021.4,1558.53,0.0
256,1024,8192,2048,torch.float8_e4m3fn,154,0,23.1654,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1483.24,1539.0,0.0
256,1024,8192,3584,torch.float8_e4m3fn,154,0,34.8454,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1725.61,1429.38,0.0
256,1024,8192,7168,torch.float8_e4m3fn,154,0,59.0054,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2038.1,1403.9,0.0
256,1024,8192,8192,torch.float8_e4m3fn,154,0,64.2479,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2139.2,1436.23,0.0
256,1024,8192,28672,torch.float8_e4m3fn,154,0,197.2769,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2438.38,1424.49,0.0
256,1024,9216,16384,torch.float8_e4m3fn,54,0,178.1558,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1735.77,1047.66,0.0
256,1024,10240,8192,torch.float8_e4m3fn,158,0,83.5863,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2055.35,1354.84,0.0
256,1024,12800,5120,torch.float8_e4m3fn,138,0,86.9605,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1543.43,1115.37,0.0
256,1024,13312,16384,torch.float8_e4m3fn,154,0,243.5736,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1833.85,1076.24,0.0
256,1024,14336,8192,torch.float8_e4m3fn,33,0,112.839,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2131.52,1375.32,0.0
256,1024,16384,2048,torch.float8_e4m3fn,33,0,49.7279,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1381.91,1391.69,0.0
256,1024,16384,4096,torch.float8_e4m3fn,33,0,81.4525,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1687.35,1287.35,0.0
256,1024,16384,6656,torch.float8_e4m3fn,2,0,120.523,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,1853.08,1239.78,0.0
256,1024,16384,8192,torch.float8_e4m3fn,154,0,136.0178,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2020.9,1295.13,0.0
256,1024,16384,13312,torch.float8_e4m3fn,154,0,214.8294,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2079.22,1234.89,0.0
256,1024,16384,26624,torch.float8_e4m3fn,154,0,412.5087,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2165.66,1204.88,0.0
256,1024,26624,16384,torch.float8_e4m3fn,33,0,467.1211,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1912.47,1086.47,0.0
